"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Texas"	"48"	"2013"	"2013"	"80-84 years"	"80-84"	23041	367168	6275.3290047	6194.2997379	6356.3582716	41.3414627
	"Texas"	"48"	"2013"	"2013"	"85-89 years"	"85-89"	23818	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2013"	"2013"	"90-94 years"	"90-94"	16665	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2013"	"2013"	"95-99 years"	"95-99"	6163	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2013"	"2013"	"100+ years"	"100+"	1345	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2014"	"2014"	"< 1 year"	"1"	2337	387632	602.8914022	578.4477663	627.3350380	12.4712428
	"Texas"	"48"	"2014"	"2014"	"1-4 years"	"1-4"	379	1568581	24.1619655	21.7293766	26.5945544	1.2411168
	"Texas"	"48"	"2014"	"2014"	"5-9 years"	"5-9"	263	2010846	13.0790722	11.4983515	14.6597929	0.8064901
	"Texas"	"48"	"2014"	"2014"	"10-14 years"	"10-14"	306	1990571	15.3724735	13.6500533	17.0948937	0.8787858
	"Texas"	"48"	"2014"	"2014"	"15-19 years"	"15-19"	915	1905104	48.0288740	44.9168142	51.1409338	1.5877856
	"Texas"	"48"	"2014"	"2014"	"20-24 years"	"20-24"	1671	2000562	83.5265290	79.5216235	87.5314346	2.0433192
	"Texas"	"48"	"2014"	"2014"	"25-29 years"	"25-29"	1900	1967930	96.5481496	92.2068153	100.8894838	2.2149665
	"Texas"	"48"	"2014"	"2014"	"30-34 years"	"30-34"	2149	1957727	109.7701569	105.1290439	114.4112700	2.3679148
	"Texas"	"48"	"2014"	"2014"	"35-39 years"	"35-39"	2506	1810420	138.4209189	133.0013185	143.8405193	2.7651022
	"Texas"	"48"	"2014"	"2014"	"40-44 years"	"40-44"	3593	1824465	196.9344438	190.4949883	203.3738993	3.2854365
	"Texas"	"48"	"2014"	"2014"	"45-49 years"	"45-49"	5381	1706959	315.2389718	306.8160168	323.6619267	4.2974260
	"Texas"	"48"	"2014"	"2014"	"50-54 years"	"50-54"	8861	1764784	502.1011070	491.6465440	512.5556699	5.3339607
	"Texas"	"48"	"2014"	"2014"	"55-59 years"	"55-59"	12351	1619276	762.7482900	749.2963087	776.2002712	6.8632557
	"Texas"	"48"	"2014"	"2014"	"60-64 years "	"60-64"	14863	1343020	1106.6849340	1088.8928496	1124.4770184	9.0775941
	"Texas"	"48"	"2014"	"2014"	"65-69 years"	"65-69"	16403	1075847	1524.6591755	1501.3263571	1547.9919939	11.9044992
	"Texas"	"48"	"2014"	"2014"	"70-74 years"	"70-74"	18000	757654	2375.7546321	2341.0472862	2410.4619779	17.7078295
	"Texas"	"48"	"2014"	"2014"	"75-79 years"	"75-79"	19957	530172	3764.2500924	3712.0240746	3816.4761102	26.6459274
	"Texas"	"48"	"2014"	"2014"	"80-84 years"	"80-84"	23311	373906	6234.4546490	6154.4207289	6314.4885691	40.8336327
	"Texas"	"48"	"2014"	"2014"	"85-89 years"	"85-89"	23883	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2014"	"2014"	"90-94 years"	"90-94"	17396	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2014"	"2014"	"95-99 years"	"95-99"	6127	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2014"	"2014"	"100+ years"	"100+"	1349	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2014"	"2014"	"Not Stated"	"NS"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2015"	"2015"	"< 1 year"	"1"	2308	399149	578.2301847	554.6395879	601.8207815	12.0360188
	"Texas"	"48"	"2015"	"2015"	"1-4 years"	"1-4"	429	1584491	27.0749408	24.5128475	29.6370341	1.3071905
	"Texas"	"48"	"2015"	"2015"	"5-9 years"	"5-9"	260	2028480	12.8174791	11.2594627	14.3754955	0.7949063
	"Texas"	"48"	"2015"	"2015"	"10-14 years"	"10-14"	281	2013711	13.9543360	12.3227421	15.5859300	0.8324459
	"Texas"	"48"	"2015"	"2015"	"15-19 years"	"15-19"	935	1940299	48.1884493	45.0996249	51.2772737	1.5759308
	"Texas"	"48"	"2015"	"2015"	"20-24 years"	"20-24"	1747	2017294	86.6011598	82.5401566	90.6621629	2.0719404
	"Texas"	"48"	"2015"	"2015"	"25-29 years"	"25-29"	1927	2022513	95.2775087	91.0234292	99.5315883	2.1704488
	"Texas"	"48"	"2015"	"2015"	"30-34 years"	"30-34"	2352	1989646	118.2119834	113.4345030	122.9894639	2.4374900
	"Texas"	"48"	"2015"	"2015"	"35-39 years"	"35-39"	2692	1864685	144.3675473	138.9138865	149.8212081	2.7824800
	"Texas"	"48"	"2015"	"2015"	"40-44 years"	"40-44"	3485	1829330	190.5069069	184.1818359	196.8319779	3.2270770
	"Texas"	"48"	"2015"	"2015"	"45-49 years"	"45-49"	5252	1739125	301.9909437	293.8234721	310.1584153	4.1670773
	"Texas"	"48"	"2015"	"2015"	"50-54 years"	"50-54"	8755	1763592	496.4300133	486.0311462	506.8288804	5.3055444
	"Texas"	"48"	"2015"	"2015"	"55-59 years"	"55-59"	12464	1659324	751.1492632	737.9620327	764.3364937	6.7281788
	"Texas"	"48"	"2015"	"2015"	"60-64 years "	"60-64"	15201	1392307	1091.7850733	1074.4287734	1109.1413731	8.8552550
	"Texas"	"48"	"2015"	"2015"	"65-69 years"	"65-69"	17614	1130306	1558.3390692	1535.3252322	1581.3529063	11.7417536
	"Texas"	"48"	"2015"	"2015"	"70-74 years"	"70-74"	19020	792990	2398.5170053	2364.4296257	2432.6043849	17.3915202
	"Texas"	"48"	"2015"	"2015"	"75-79 years"	"75-79"	20313	545802	3721.6792903	3670.4983827	3772.8601979	26.1127079
	"Texas"	"48"	"2015"	"2015"	"80-84 years"	"80-84"	23683	381631	6205.7327628	6126.6957016	6284.7698240	40.3250312
	"Texas"	"48"	"2015"	"2015"	"85-89 years"	"85-89"	24367	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2015"	"2015"	"90-94 years"	"90-94"	18314	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2015"	"2015"	"95-99 years"	"95-99"	6804	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2015"	"2015"	"100+ years"	"100+"	1444	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2016"	"2016"	"< 1 year"	"1"	2287	405899	563.4406589	540.3481472	586.5331706	11.7818937
	"Texas"	"48"	"2016"	"2016"	"1-4 years"	"1-4"	433	1613272	26.8398633	24.3117740	29.3679527	1.2898415
	"Texas"	"48"	"2016"	"2016"	"5-9 years"	"5-9"	276	2038319	13.5405695	11.9430783	15.1380606	0.8150465
	"Texas"	"48"	"2016"	"2016"	"10-14 years"	"10-14"	319	2029062	15.7215502	13.9962840	17.4468163	0.8802378
	"Texas"	"48"	"2016"	"2016"	"15-19 years"	"15-19"	999	1970588	50.6955284	47.5518148	53.8392421	1.6039355
	"Texas"	"48"	"2016"	"2016"	"20-24 years"	"20-24"	1829	2005169	91.2142568	87.0339135	95.3946000	2.1328282
	"Texas"	"48"	"2016"	"2016"	"25-29 years"	"25-29"	2075	2069842	100.2491978	95.9357164	104.5626791	2.2007558
	"Texas"	"48"	"2016"	"2016"	"30-34 years"	"30-34"	2330	2015886	115.5819327	110.8887435	120.2751219	2.3944843
	"Texas"	"48"	"2016"	"2016"	"35-39 years"	"35-39"	2742	1913015	143.3339519	137.9689310	148.6989728	2.7372556
	"Texas"	"48"	"2016"	"2016"	"40-44 years"	"40-44"	3550	1813272	195.7786807	189.3383630	202.2189985	3.2858764
	"Texas"	"48"	"2016"	"2016"	"45-49 years"	"45-49"	5274	1780264	296.2481969	288.2527688	304.2436250	4.0793001
	"Texas"	"48"	"2016"	"2016"	"50-54 years"	"50-54"	8362	1738749	480.9204779	470.6124814	491.2284743	5.2591819
	"Texas"	"48"	"2016"	"2016"	"55-59 years"	"55-59"	12721	1682947	755.8764477	742.7409583	769.0119371	6.7017803
	"Texas"	"48"	"2016"	"2016"	"60-64 years "	"60-64"	15942	1433072	1112.4353836	1095.1666908	1129.7040763	8.8105575
	"Texas"	"48"	"2016"	"2016"	"65-69 years"	"65-69"	18176	1188003	1529.9624664	1507.7197569	1552.2051760	11.3483212
	"Texas"	"48"	"2016"	"2016"	"70-74 years"	"70-74"	19330	820446	2356.0356197	2322.8215573	2389.2496820	16.9459502
	"Texas"	"48"	"2016"	"2016"	"75-79 years"	"75-79"	20810	566859	3671.1069243	3621.2280016	3720.9858470	25.4484300
	"Texas"	"48"	"2016"	"2016"	"80-84 years"	"80-84"	23334	390142	5980.8992623	5904.1581726	6057.6403521	39.1536172
	"Texas"	"48"	"2016"	"2016"	"85-89 years"	"85-89"	24489	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2016"	"2016"	"90-94 years"	"90-94"	18209	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2016"	"2016"	"95-99 years"	"95-99"	6990	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2016"	"2016"	"100+ years"	"100+"	1485	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2017"	"2017"	"< 1 year"	"1"	2237	403360	554.5914320	531.6089867	577.5738773	11.7257374
	"Texas"	"48"	"2017"	"2017"	"1-4 years"	"1-4"	420	1628265	25.7943271	23.3274039	28.2612503	1.2586343
	"Texas"	"48"	"2017"	"2017"	"5-9 years"	"5-9"	233	2041346	11.4140376	9.9484310	12.8796442	0.7477585
	"Texas"	"48"	"2017"	"2017"	"10-14 years"	"10-14"	339	2065071	16.4159005	14.6683854	18.1634156	0.8915893
	"Texas"	"48"	"2017"	"2017"	"15-19 years"	"15-19"	1074	2004901	53.5687298	50.3649307	56.7725290	1.6345914
	"Texas"	"48"	"2017"	"2017"	"20-24 years"	"20-24"	1786	1991523	89.6801091	85.5208932	93.8393251	2.1220490
	"Texas"	"48"	"2017"	"2017"	"25-29 years"	"25-29"	2120	2116217	100.1787624	95.9143048	104.4432200	2.1757437
	"Texas"	"48"	"2017"	"2017"	"30-34 years"	"30-34"	2488	2045823	121.6136489	116.8349111	126.3923867	2.4381315
	"Texas"	"48"	"2017"	"2017"	"35-39 years"	"35-39"	2911	1975264	147.3727056	142.0190304	152.7263809	2.7314670
	"Texas"	"48"	"2017"	"2017"	"40-44 years"	"40-44"	3662	1829485	200.1656204	193.6824656	206.6487751	3.3077320
	"Texas"	"48"	"2017"	"2017"	"45-49 years"	"45-49"	5492	1825100	300.9150184	292.9564551	308.8735816	4.0604914
	"Texas"	"48"	"2017"	"2017"	"50-54 years"	"50-54"	8361	1720765	485.8885438	475.4734396	496.3036480	5.3138287
	"Texas"	"48"	"2017"	"2017"	"55-59 years"	"55-59"	12548	1700705	737.8116722	724.9020261	750.7213183	6.5865541
	"Texas"	"48"	"2017"	"2017"	"60-64 years "	"60-64"	16565	1484059	1116.1955151	1099.1974056	1133.1936247	8.6725049
	"Texas"	"48"	"2017"	"2017"	"65-69 years"	"65-69"	18441	1196426	1541.3406262	1519.0940868	1563.5871656	11.3502752
	"Texas"	"48"	"2017"	"2017"	"70-74 years"	"70-74"	20918	892810	2342.9397072	2311.1887294	2374.6906850	16.1994785
	"Texas"	"48"	"2017"	"2017"	"75-79 years"	"75-79"	21627	590935	3659.7933783	3611.0164443	3708.5703123	24.8861908
	"Texas"	"48"	"2017"	"2017"	"80-84 years"	"80-84"	24347	397150	6130.4293088	6053.4233678	6207.4352498	39.2887454
	"Texas"	"48"	"2017"	"2017"	"85-89 years"	"85-89"	24790	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2017"	"2017"	"90-94 years"	"90-94"	18588	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2017"	"2017"	"95-99 years"	"95-99"	7698	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2017"	"2017"	"100+ years"	"100+"	1454	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2018"	"2018"	"< 1 year"	"1"	2083	390665	533.1934010	510.2954721	556.0913299	11.6826168
	"Texas"	"48"	"2018"	"2018"	"1-4 years"	"1-4"	441	1633461	26.9978898	24.4780867	29.5176928	1.2856138
	"Texas"	"48"	"2018"	"2018"	"5-9 years"	"5-9"	236	2047747	11.5248612	10.0544603	12.9952622	0.7502046
	"Texas"	"48"	"2018"	"2018"	"10-14 years"	"10-14"	322	2091419	15.3962453	13.7145669	17.0779238	0.8579992
	"Texas"	"48"	"2018"	"2018"	"15-19 years"	"15-19"	1002	2032343	49.3027014	46.2499395	52.3554632	1.5575316
	"Texas"	"48"	"2018"	"2018"	"20-24 years"	"20-24"	1687	1998543	84.4114938	80.3833950	88.4395926	2.0551525
	"Texas"	"48"	"2018"	"2018"	"25-29 years"	"25-29"	2081	2159807	96.3512018	92.2114227	100.4909808	2.1121322
	"Texas"	"48"	"2018"	"2018"	"30-34 years"	"30-34"	2419	2076521	116.4929225	111.8505747	121.1352704	2.3685448
	"Texas"	"48"	"2018"	"2018"	"35-39 years"	"35-39"	3104	2030827	152.8441369	147.4670878	158.2211860	2.7433924
	"Texas"	"48"	"2018"	"2018"	"40-44 years"	"40-44"	3545	1850945	191.5237892	185.2189985	197.8285799	3.2167300
	"Texas"	"48"	"2018"	"2018"	"45-49 years"	"45-49"	5426	1847367	293.7153257	285.9000773	301.5305740	3.9873716
	"Texas"	"48"	"2018"	"2018"	"50-54 years"	"50-54"	8055	1705590	472.2705926	461.9568995	482.5842856	5.2620883
	"Texas"	"48"	"2018"	"2018"	"55-59 years"	"55-59"	13076	1712901	763.3832895	750.2986650	776.4679140	6.6758288
	"Texas"	"48"	"2018"	"2018"	"60-64 years "	"60-64"	16848	1521389	1107.4090847	1090.6870171	1124.1311524	8.5316672
	"Texas"	"48"	"2018"	"2018"	"65-69 years"	"65-69"	19043	1226455	1552.6864011	1530.6331746	1574.7396275	11.2516461
	"Texas"	"48"	"2018"	"2018"	"70-74 years"	"70-74"	21709	940074	2309.2862902	2278.5668046	2340.0057758	15.6732069
	"Texas"	"48"	"2018"	"2018"	"75-79 years"	"75-79"	22784	627316	3631.9813300	3584.8201467	3679.1425132	24.0618282
	"Texas"	"48"	"2018"	"2018"	"80-84 years"	"80-84"	24580	407976	6024.8642077	5949.5438463	6100.1845691	38.4287558
	"Texas"	"48"	"2018"	"2018"	"85-89 years"	"85-89"	25050	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2018"	"2018"	"90-94 years"	"90-94"	18953	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2018"	"2018"	"95-99 years"	"95-99"	8122	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2018"	"2018"	"100+ years"	"100+"	1643	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2018"	"2018"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2019"	"2019"	"< 1 year"	"1"	2075	377806	549.2236756	525.5919046	572.8554467	12.0570261
	"Texas"	"48"	"2019"	"2019"	"1-4 years"	"1-4"	419	1613085	25.9750726	23.4879006	28.4622447	1.2689653
	"Texas"	"48"	"2019"	"2019"	"5-9 years"	"5-9"	239	2063578	11.5818254	10.1134600	13.0501907	0.7491660
	"Texas"	"48"	"2019"	"2019"	"10-14 years"	"10-14"	336	2103124	15.9762335	14.2679465	17.6845204	0.8715750
	"Texas"	"48"	"2019"	"2019"	"15-19 years"	"15-19"	1094	2052992	53.2880791	50.1303310	56.4458271	1.6110959
	"Texas"	"48"	"2019"	"2019"	"20-24 years"	"20-24"	1778	2002525	88.7879053	84.6608147	92.9149959	2.1056585
	"Texas"	"48"	"2019"	"2019"	"25-29 years"	"25-29"	2085	2172297	95.9813506	91.8614200	100.1012812	2.1020054
	"Texas"	"48"	"2019"	"2019"	"30-34 years"	"30-34"	2451	2104466	116.4666001	111.8556989	121.0775012	2.3525006
	"Texas"	"48"	"2019"	"2019"	"35-39 years"	"35-39"	3137	2064852	151.9237214	146.6072387	157.2402041	2.7124912
	"Texas"	"48"	"2019"	"2019"	"40-44 years"	"40-44"	3752	1877587	199.8309532	193.4367356	206.2251709	3.2623560
	"Texas"	"48"	"2019"	"2019"	"45-49 years"	"45-49"	5524	1853407	298.0457072	290.1858961	305.9055183	4.0101077
	"Texas"	"48"	"2019"	"2019"	"50-54 years"	"50-54"	7789	1700691	457.9903110	447.8191270	468.1614950	5.1893796
	"Texas"	"48"	"2019"	"2019"	"55-59 years"	"55-59"	12431	1721845	721.9581321	709.2665708	734.6496934	6.4752864
	"Texas"	"48"	"2019"	"2019"	"60-64 years "	"60-64"	16972	1553397	1092.5732443	1076.1355795	1109.0109091	8.3865637
	"Texas"	"48"	"2019"	"2019"	"65-69 years"	"65-69"	19494	1261142	1545.7418752	1524.0427332	1567.4410173	11.0709908
	"Texas"	"48"	"2019"	"2019"	"70-74 years"	"70-74"	22184	983886	2254.7327638	2225.0618297	2284.4036978	15.1382317
	"Texas"	"48"	"2019"	"2019"	"75-79 years"	"75-79"	23654	659344	3587.5051566	3541.7862002	3633.2241131	23.3259982
	"Texas"	"48"	"2019"	"2019"	"80-84 years"	"80-84"	24683	421398	5857.4079611	5784.3340129	5930.4819093	37.2826266
	"Texas"	"48"	"2019"	"2019"	"85-89 years"	"85-89"	24833	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2019"	"2019"	"90-94 years"	"90-94"	18834	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2019"	"2019"	"95-99 years"	"95-99"	7968	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2019"	"2019"	"100+ years"	"100+"	1623	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2019"	"2019"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2020 "	"2020"	"< 1 year"	"1"	1968	377019	521.9896080	498.9271612	545.0520547	11.7665545
	"Texas"	"48"	"2020 "	"2020"	"1-4 years"	"1-4"	397	1591888	24.9389404	22.4857073	27.3921735	1.2516495
	"Texas"	"48"	"2020 "	"2020"	"5-9 years"	"5-9"	233	2086674	11.1660949	9.7323251	12.5998647	0.7315152
	"Texas"	"48"	"2020 "	"2020"	"10-14 years"	"10-14"	355	2119719	16.7475029	15.0053271	18.4896786	0.8888652
	"Texas"	"48"	"2020 "	"2020"	"15-19 years"	"15-19"	1253	2067665	60.5997587	57.2443036	63.9552138	1.7119669
	"Texas"	"48"	"2020 "	"2020"	"20-24 years"	"20-24"	2075	2030723	102.1803565	97.7837820	106.5769309	2.2431502
	"Texas"	"48"	"2020 "	"2020"	"25-29 years"	"25-29"	2676	2173086	123.1428485	118.4770904	127.8086065	2.3804888
	"Texas"	"48"	"2020 "	"2020"	"30-34 years"	"30-34"	3128	2145484	145.7946086	140.6852761	150.9039411	2.6068023
	"Texas"	"48"	"2020 "	"2020"	"35-39 years"	"35-39"	3969	2091557	189.7629374	183.8592015	195.6666732	3.0121101
	"Texas"	"48"	"2020 "	"2020"	"40-44 years"	"40-44"	4761	1927702	246.9780080	239.9624008	253.9936152	3.5793914
	"Texas"	"48"	"2020 "	"2020"	"45-49 years"	"45-49"	6976	1850386	377.0024200	368.1554008	385.8494393	4.5137853
	"Texas"	"48"	"2020 "	"2020"	"50-54 years"	"50-54"	9920	1726449	574.5898083	563.2825281	585.8970885	5.7690205
	"Texas"	"48"	"2020 "	"2020"	"55-59 years"	"55-59"	15132	1713628	883.0387926	868.9690002	897.1085849	7.1784655
	"Texas"	"48"	"2020 "	"2020"	"60-64 years "	"60-64"	21191	1585096	1336.8906363	1318.8904820	1354.8907905	9.1837522
	"Texas"	"48"	"2020 "	"2020"	"65-69 years"	"65-69"	24796	1305244	1899.7214314	1876.0755678	1923.3672950	12.0642161
	"Texas"	"48"	"2020 "	"2020"	"70-74 years"	"70-74"	28275	1034668	2732.7606537	2700.9072122	2764.6140951	16.2517558
	"Texas"	"48"	"2020 "	"2020"	"75-79 years"	"75-79"	29469	687927	4283.7394084	4234.8295489	4332.6492679	24.9540100
	"Texas"	"48"	"2020 "	"2020"	"80-84 years"	"80-84"	30539	431914	7070.6205402	6991.3181649	7149.9229155	40.4603956
	"Texas"	"48"	"2020 "	"2020"	"85-89 years"	"85-89"	29236	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2020 "	"2020"	"90-94 years"	"90-94"	22344	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2020 "	"2020"	"95-99 years"	"95-99"	9793	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2020 "	"2020"	"100+ years"	"100+"	1845	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"2020 "	"2020"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"1999"	"1999"	"< 1 year"	"1"	224	44276	505.9174270	439.6634883	572.1713658	33.8030300
	"Utah"	"49"	"1999"	"1999"	"1-4 years"	"1-4"	50	162157	30.8343149	22.8858452	40.6513441	4.3606306
	"Utah"	"49"	"1999"	"1999"	"5-9 years"	"5-9"	28	190841	14.6718996	9.7493306	21.2050031	2.7727284
	"Utah"	"49"	"1999"	"1999"	"10-14 years"	"10-14"	29	191810	15.1191283	10.1255826	21.7136385	2.8075516
	"Utah"	"49"	"1999"	"1999"	"15-19 years"	"15-19"	126	219171	57.4893576	47.4511019	67.5276133	5.1215590
	"Utah"	"49"	"1999"	"1999"	"20-24 years"	"20-24"	173	217614	79.4985617	67.6520008	91.3451226	6.0441637
	"Utah"	"49"	"1999"	"1999"	"25-29 years"	"25-29"	128	173293	73.8633413	61.0671703	86.6595123	6.5286587
	"Utah"	"49"	"1999"	"1999"	"30-34 years"	"30-34"	183	148235	123.4526259	105.5658997	141.3393521	9.1258807
	"Utah"	"49"	"1999"	"1999"	"35-39 years"	"35-39"	251	151548	165.6240927	145.1340566	186.1141288	10.4541000
	"Utah"	"49"	"1999"	"1999"	"40-44 years"	"40-44"	305	147706	206.4912732	183.3169076	229.6656388	11.8236559
	"Utah"	"49"	"1999"	"1999"	"45-49 years"	"45-49"	389	128072	303.7353988	273.5514066	333.9193911	15.3999960
	"Utah"	"49"	"1999"	"1999"	"50-54 years"	"50-54"	408	101529	401.8556275	362.8617840	440.8494709	19.8948181
	"Utah"	"49"	"1999"	"1999"	"55-59 years"	"55-59"	427	77681	549.6839639	497.5458638	601.8220640	26.6010715
	"Utah"	"49"	"1999"	"1999"	"60-64 years "	"60-64"	601	61905	970.8424198	893.2235027	1048.4613369	39.6014883
	"Utah"	"49"	"1999"	"1999"	"65-69 years"	"65-69"	857	53298	1607.9402604	1500.2849222	1715.5955987	54.9261930
	"Utah"	"49"	"1999"	"1999"	"70-74 years"	"70-74"	1199	47428	2528.0425065	2384.9454002	2671.1396129	73.0087277
	"Utah"	"49"	"1999"	"1999"	"75-79 years"	"75-79"	1541	39175	3933.6311423	3737.2280210	4130.0342637	100.2056742
	"Utah"	"49"	"1999"	"1999"	"80-84 years"	"80-84"	1876	26586	7056.3454450	6737.0303217	7375.6605683	162.9158792
	"Utah"	"49"	"1999"	"1999"	"85-89 years"	"85-89"	1695	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"1999"	"1999"	"90-94 years"	"90-94"	1135	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"1999"	"1999"	"95-99 years"	"95-99"	364	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"1999"	"1999"	"100+ years"	"100+"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"2000"	"2000"	"< 1 year"	"1"	248	44605	555.9914808	486.7927119	625.1902497	35.3054943
	"Utah"	"49"	"2000"	"2000"	"1-4 years"	"1-4"	45	164773	27.3102996	19.9204056	36.5433657	4.0711791
	"Utah"	"49"	"2000"	"2000"	"5-9 years"	"5-9"	22	193033	11.3970150	7.1423953	17.2551947	2.4298518
	"Utah"	"49"	"2000"	"2000"	"10-14 years"	"10-14"	41	192288	21.3221834	15.3012252	28.9258872	3.3299656
	"Utah"	"49"	"2000"	"2000"	"15-19 years"	"15-19"	129	216278	59.6454563	49.3525367	69.9383759	5.2514896
	"Utah"	"49"	"2000"	"2000"	"20-24 years"	"20-24"	148	225152	65.7333712	55.1430016	76.3237409	5.4032498
	"Utah"	"49"	"2000"	"2000"	"25-29 years"	"25-29"	130	178474	72.8397414	60.3183442	85.3611385	6.3884679
	"Utah"	"49"	"2000"	"2000"	"30-34 years"	"30-34"	158	148590	106.3328622	89.7524612	122.9132633	8.4593883
	"Utah"	"49"	"2000"	"2000"	"35-39 years"	"35-39"	239	150695	158.5984936	138.4910815	178.7059058	10.2588837
	"Utah"	"49"	"2000"	"2000"	"40-44 years"	"40-44"	279	148841	187.4483509	165.4527620	209.4439398	11.2222392
	"Utah"	"49"	"2000"	"2000"	"45-49 years"	"45-49"	353	131665	268.1046596	240.1359080	296.0734111	14.2697712
	"Utah"	"49"	"2000"	"2000"	"50-54 years"	"50-54"	422	106045	397.9442689	359.9758861	435.9126518	19.3716239
	"Utah"	"49"	"2000"	"2000"	"55-59 years"	"55-59"	494	80053	617.0911771	562.6732576	671.5090966	27.7642447
	"Utah"	"49"	"2000"	"2000"	"60-64 years "	"60-64"	608	62455	973.5009207	896.1187963	1050.8830450	39.4806757
	"Utah"	"49"	"2000"	"2000"	"65-69 years"	"65-69"	808	53734	1503.7034280	1400.0192281	1607.3876279	52.9001020
