st_name,st_fips,year,age_char,age_int,population
Ohio,39,2008,25-29 years,25,741612
Ohio,39,2008,30-34 years,30,670378
Ohio,39,2008,35-39 years,35,757298
Ohio,39,2008,40-44 years,40,790142
Ohio,39,2008,45-49 years,45,881559
Ohio,39,2008,50-54 years,50,870340
Ohio,39,2008,55-59 years,55,757215
Ohio,39,2008,60-64 years,60,599290
Ohio,39,2008,65-69 years,65,459440
Ohio,39,2008,70-74 years,70,360321
Ohio,39,2008,75-79 years,75,303946
Ohio,39,2008,80-84 years,80,246770
Ohio,39,2008,85+ years,85,218652
Ohio,39,2009,< 1 year,0,142388
Ohio,39,2009,1-4 years,1,580980
Ohio,39,2009,5-9 years,5,751617
Ohio,39,2009,10-14 years,10,778668
Ohio,39,2009,15-19 years,15,833812
Ohio,39,2009,20-24 years,20,758614
Ohio,39,2009,25-29 years,25,728925
Ohio,39,2009,30-34 years,30,681723
Ohio,39,2009,35-39 years,35,736000
Ohio,39,2009,40-44 years,40,770297
Ohio,39,2009,45-49 years,45,868474
Ohio,39,2009,50-54 years,50,882565
Ohio,39,2009,55-59 years,55,772279
Ohio,39,2009,60-64 years,60,634831
Ohio,39,2009,65-69 years,65,470598
Ohio,39,2009,70-74 years,70,369083
Ohio,39,2009,75-79 years,75,297885
Ohio,39,2009,80-84 years,80,244639
Ohio,39,2009,85+ years,85,225518
Ohio,39,2010,< 1 year,0,138790
Ohio,39,2010,1-4 years,1,579737
Ohio,39,2010,5-9 years,5,745281
Ohio,39,2010,10-14 years,10,773912
Ohio,39,2010,15-19 years,15,821585
Ohio,39,2010,20-24 years,20,766625
Ohio,39,2010,25-29 years,25,718798
Ohio,39,2010,30-34 years,30,693918
Ohio,39,2010,35-39 years,35,712003
Ohio,39,2010,40-44 years,40,761045
Ohio,39,2010,45-49 years,45,850214
Ohio,39,2010,50-54 years,50,886762
Ohio,39,2010,55-59 years,55,791441
Ohio,39,2010,60-64 years,60,673380
Ohio,39,2010,65-69 years,65,480326
Ohio,39,2010,70-74 years,70,372710
Ohio,39,2010,75-79 years,75,296794
Ohio,39,2010,80-84 years,80,243819
Ohio,39,2010,85+ years,85,232309
Ohio,39,2011,< 1 year,0,137048
Ohio,39,2011,1-4 years,1,571959
Ohio,39,2011,5-9 years,5,737955
Ohio,39,2011,10-14 years,10,771528
Ohio,39,2011,15-19 years,15,805963
Ohio,39,2011,20-24 years,20,781046
Ohio,39,2011,25-29 years,25,718461
Ohio,39,2011,30-34 years,30,705773
Ohio,39,2011,35-39 years,35,683694
Ohio,39,2011,40-44 years,40,762960
Ohio,39,2011,45-49 years,45,822596
Ohio,39,2011,50-54 years,50,886282
Ohio,39,2011,55-59 years,55,806798
Ohio,39,2011,60-64 years,60,709085
Ohio,39,2011,65-69 years,65,488225
Ohio,39,2011,70-74 years,70,380032
Ohio,39,2011,75-79 years,75,296715
Ohio,39,2011,80-84 years,80,242027
Ohio,39,2011,85+ years,85,237588
Ohio,39,2012,< 1 year,0,136697
Ohio,39,2012,1-4 years,1,563033
Ohio,39,2012,5-9 years,5,735644
Ohio,39,2012,10-14 years,10,766046
Ohio,39,2012,15-19 years,15,789302
Ohio,39,2012,20-24 years,20,795622
Ohio,39,2012,25-29 years,25,718745
Ohio,39,2012,30-34 years,30,713175
Ohio,39,2012,35-39 years,35,670926
Ohio,39,2012,40-44 years,40,756328
Ohio,39,2012,45-49 years,45,797314
Ohio,39,2012,50-54 years,50,874102
Ohio,39,2012,55-59 years,55,824172
Ohio,39,2012,60-64 years,60,705954
Ohio,39,2012,65-69 years,65,530737
Ohio,39,2012,70-74 years,70,392733
Ohio,39,2012,75-79 years,75,298969
Ohio,39,2012,80-84 years,80,238092
Ohio,39,2012,85+ years,85,243380
Ohio,39,2013,< 1 year,0,138435
Ohio,39,2013,1-4 years,1,558026
Ohio,39,2013,5-9 years,5,733870
Ohio,39,2013,10-14 years,10,759976
Ohio,39,2013,15-19 years,15,780513
Ohio,39,2013,20-24 years,20,804226
Ohio,39,2013,25-29 years,25,729719
Ohio,39,2013,30-34 years,30,720634
Ohio,39,2013,35-39 years,35,671560
Ohio,39,2013,40-44 years,40,744798
Ohio,39,2013,45-49 years,45,773959
Ohio,39,2013,50-54 years,50,858444
Ohio,39,2013,55-59 years,55,839618
Ohio,39,2013,60-64 years,60,714388
Ohio,39,2013,65-69 years,65,554560
Ohio,39,2013,70-74 years,70,410964
Ohio,39,2013,75-79 years,75,305320
Ohio,39,2013,80-84 years,80,233435
Ohio,39,2013,85+ years,85,247247
Ohio,39,2014,< 1 year,0,138761
Ohio,39,2014,1-4 years,1,558568
Ohio,39,2014,5-9 years,5,728583
Ohio,39,2014,10-14 years,10,754975
Ohio,39,2014,15-19 years,15,773506
Ohio,39,2014,20-24 years,20,801116
Ohio,39,2014,25-29 years,25,748150
Ohio,39,2014,30-34 years,30,722184
Ohio,39,2014,35-39 years,35,679599
Ohio,39,2014,40-44 years,40,726416
Ohio,39,2014,45-49 years,45,754478
Ohio,39,2014,50-54 years,50,845280
Ohio,39,2014,55-59 years,55,846999
Ohio,39,2014,60-64 years,60,727674
Ohio,39,2014,65-69 years,65,585212
Ohio,39,2014,70-74 years,70,421127
Ohio,39,2014,75-79 years,75,312282
Ohio,39,2014,80-84 years,80,230456
Ohio,39,2014,85+ years,85,251207
Ohio,39,2015,< 1 year,0,138783
Ohio,39,2015,1-4 years,1,559225
Ohio,39,2015,5-9 years,5,723002
Ohio,39,2015,10-14 years,10,745689
Ohio,39,2015,15-19 years,15,772066
Ohio,39,2015,20-24 years,20,791081
Ohio,39,2015,25-29 years,25,765030
Ohio,39,2015,30-34 years,30,722397
Ohio,39,2015,35-39 years,35,691002
Ohio,39,2015,40-44 years,40,704402
Ohio,39,2015,45-49 years,45,747139
Ohio,39,2015,50-54 years,50,825921
Ohio,39,2015,55-59 years,55,848400
Ohio,39,2015,60-64 years,60,744679
Ohio,39,2015,65-69 years,65,616686
Ohio,39,2015,70-74 years,70,428198
Ohio,39,2015,75-79 years,75,315450
Ohio,39,2015,80-84 years,80,229520
Ohio,39,2015,85+ years,85,253645
Ohio,39,2016,< 1 year,0,137994
Ohio,39,2016,1-4 years,1,561182
Ohio,39,2016,5-9 years,5,716384
Ohio,39,2016,10-14 years,10,739469
Ohio,39,2016,15-19 years,15,769752
Ohio,39,2016,20-24 years,20,778804
Ohio,39,2016,25-29 years,25,782328
Ohio,39,2016,30-34 years,30,725407
Ohio,39,2016,35-39 years,35,705348
Ohio,39,2016,40-44 years,40,677256
Ohio,39,2016,45-49 years,45,749803
Ohio,39,2016,50-54 years,50,798815
Ohio,39,2016,55-59 years,55,847641
Ohio,39,2016,60-64 years,60,758571
Ohio,39,2016,65-69 years,65,648695
Ohio,39,2016,70-74 years,70,434619
Ohio,39,2016,75-79 years,75,322094
Ohio,39,2016,80-84 years,80,230020
Ohio,39,2016,85+ years,85,255878
Ohio,39,2017,< 1 year,0,135805
Ohio,39,2017,1-4 years,1,563082
Ohio,39,2017,5-9 years,5,710969
Ohio,39,2017,10-14 years,10,739515
Ohio,39,2017,15-19 years,15,767843
Ohio,39,2017,20-24 years,20,766511
Ohio,39,2017,25-29 years,25,798801
Ohio,39,2017,30-34 years,30,729528
Ohio,39,2017,35-39 years,35,716157
Ohio,39,2017,40-44 years,40,665711
Ohio,39,2017,45-49 years,45,744748
Ohio,39,2017,50-54 years,50,775561
Ohio,39,2017,55-59 years,55,836054
Ohio,39,2017,60-64 years,60,775066
Ohio,39,2017,65-69 years,65,646225
Ohio,39,2017,70-74 years,70,472953
Ohio,39,2017,75-79 years,75,333009
Ohio,39,2017,80-84 years,80,231924
Ohio,39,2017,85+ years,85,256244
Ohio,39,2018,< 1 year,0,135979
Ohio,39,2018,1-4 years,1,560839
Ohio,39,2018,5-9 years,5,708501
Ohio,39,2018,10-14 years,10,738020
Ohio,39,2018,15-19 years,15,760648
Ohio,39,2018,20-24 years,20,757374
Ohio,39,2018,25-29 years,25,806053
Ohio,39,2018,30-34 years,30,737740
Ohio,39,2018,35-39 years,35,723828
Ohio,39,2018,40-44 years,40,666244
Ohio,39,2018,45-49 years,45,732900
Ohio,39,2018,50-54 years,50,752696
Ohio,39,2018,55-59 years,55,821111
Ohio,39,2018,60-64 years,60,789493
Ohio,39,2018,65-69 years,65,654281
Ohio,39,2018,70-74 years,70,494239
Ohio,39,2018,75-79 years,75,348628
Ohio,39,2018,80-84 years,80,237239
Ohio,39,2018,85+ years,85,255079
Ohio,39,2019,< 1 year,0,133311
Ohio,39,2019,1-4 years,1,558265
Ohio,39,2019,5-9 years,5,709418
Ohio,39,2019,10-14 years,10,732625
Ohio,39,2019,15-19 years,15,756422
Ohio,39,2019,20-24 years,20,752136
Ohio,39,2019,25-29 years,25,803537
Ohio,39,2019,30-34 years,30,754633
Ohio,39,2019,35-39 years,35,725422
Ohio,39,2019,40-44 years,40,673884
Ohio,39,2019,45-49 years,45,714285
Ohio,39,2019,50-54 years,50,734143
Ohio,39,2019,55-59 years,55,808275
Ohio,39,2019,60-64 years,60,796149
Ohio,39,2019,65-69 years,65,666411
Ohio,39,2019,70-74 years,70,522655
Ohio,39,2019,75-79 years,75,357520
Ohio,39,2019,80-84 years,80,242655
Ohio,39,2019,85+ years,85,254761
Ohio,39,2020,< 1 year,0,132316
Ohio,39,2020,1-4 years,1,552042
Ohio,39,2020,5-9 years,5,710741
Ohio,39,2020,10-14 years,10,727742
Ohio,39,2020,15-19 years,15,745614
Ohio,39,2020,20-24 years,20,747720
Ohio,39,2020,25-29 years,25,792889
Ohio,39,2020,30-34 years,30,768919
Ohio,39,2020,35-39 years,35,725528
Ohio,39,2020,40-44 years,40,685131
Ohio,39,2020,45-49 years,45,692461
Ohio,39,2020,50-54 years,50,727518
Ohio,39,2020,55-59 years,55,790389
Ohio,39,2020,60-64 years,60,796569
Ohio,39,2020,65-69 years,65,682168
Ohio,39,2020,70-74 years,70,551068
Ohio,39,2020,75-79 years,75,363546
Ohio,39,2020,80-84 years,80,245246
Ohio,39,2020,85+ years,85,255610
Oklahoma,40,1999,< 1 year,0,47326
Oklahoma,40,1999,1-4 years,1,186830
Oklahoma,40,1999,5-9 years,5,247229
Oklahoma,40,1999,10-14 years,10,253035
Oklahoma,40,1999,15-19 years,15,270348
Oklahoma,40,1999,20-24 years,20,244428
Oklahoma,40,1999,25-29 years,25,230375
Oklahoma,40,1999,30-34 years,30,222269
Oklahoma,40,1999,35-39 years,35,264617
Oklahoma,40,1999,40-44 years,40,262529
Oklahoma,40,1999,45-49 years,45,235774
Oklahoma,40,1999,50-54 years,50,206895
Oklahoma,40,1999,55-59 years,55,169020
Oklahoma,40,1999,60-64 years,60,142567
Oklahoma,40,1999,65-69 years,65,128285
Oklahoma,40,1999,70-74 years,70,113578
Oklahoma,40,1999,75-79 years,75,93343
Oklahoma,40,1999,80-84 years,80,61804
Oklahoma,40,1999,85+ years,85,56895
Oklahoma,40,2000,< 1 year,0,47989
Oklahoma,40,2000,1-4 years,1,187983
Oklahoma,40,2000,5-9 years,5,243036
Oklahoma,40,2000,10-14 years,10,252853
Oklahoma,40,2000,15-19 years,15,270083
Oklahoma,40,2000,20-24 years,20,248181
Oklahoma,40,2000,25-29 years,25,227038
Oklahoma,40,2000,30-34 years,30,222361
Oklahoma,40,2000,35-39 years,35,258091
Oklahoma,40,2000,40-44 years,40,264936
Oklahoma,40,2000,45-49 years,45,242120
Oklahoma,40,2000,50-54 years,50,215138
Oklahoma,40,2000,55-59 years,55,174245
Oklahoma,40,2000,60-64 years,60,143741
Oklahoma,40,2000,65-69 years,65,128538
Oklahoma,40,2000,70-74 years,70,113679
Oklahoma,40,2000,75-79 years,75,94274
Oklahoma,40,2000,80-84 years,80,62673
Oklahoma,40,2000,85+ years,85,57406
Oklahoma,40,2001,< 1 year,0,48729
Oklahoma,40,2001,1-4 years,1,188299
Oklahoma,40,2001,5-9 years,5,238386
Oklahoma,40,2001,10-14 years,10,252253
Oklahoma,40,2001,15-19 years,15,269131
Oklahoma,40,2001,20-24 years,20,258034
Oklahoma,40,2001,25-29 years,25,220737
Oklahoma,40,2001,30-34 years,30,225157
Oklahoma,40,2001,35-39 years,35,247904
Oklahoma,40,2001,40-44 years,40,266637
Oklahoma,40,2001,45-49 years,45,246890
Oklahoma,40,2001,50-54 years,50,224488
Oklahoma,40,2001,55-59 years,55,176712
Oklahoma,40,2001,60-64 years,60,146482
Oklahoma,40,2001,65-69 years,65,129349
Oklahoma,40,2001,70-74 years,70,113241
Oklahoma,40,2001,75-79 years,75,94376
Oklahoma,40,2001,80-84 years,80,64097
Oklahoma,40,2001,85+ years,85,56198
Oklahoma,40,2002,< 1 year,0,49666
Oklahoma,40,2002,1-4 years,1,190876
Oklahoma,40,2002,5-9 years,5,234909
Oklahoma,40,2002,10-14 years,10,253759
Oklahoma,40,2002,15-19 years,15,265914
Oklahoma,40,2002,20-24 years,20,267356
Oklahoma,40,2002,25-29 years,25,219360
Oklahoma,40,2002,30-34 years,30,228261
Oklahoma,40,2002,35-39 years,35,238201
Oklahoma,40,2002,40-44 years,40,265966
Oklahoma,40,2002,45-49 years,45,252798
Oklahoma,40,2002,50-54 years,50,223414
Oklahoma,40,2002,55-59 years,55,189534
Oklahoma,40,2002,60-64 years,60,151281
Oklahoma,40,2002,65-69 years,65,129956
Oklahoma,40,2002,70-74 years,70,112699
Oklahoma,40,2002,75-79 years,75,94207
Oklahoma,40,2002,80-84 years,80,65488
Oklahoma,40,2002,85+ years,85,55435
Oklahoma,40,2003,< 1 year,0,49506
Oklahoma,40,2003,1-4 years,1,192700
Oklahoma,40,2003,5-9 years,5,234251
Oklahoma,40,2003,10-14 years,10,253716
Oklahoma,40,2003,15-19 years,15,262211
Oklahoma,40,2003,20-24 years,20,273593
Oklahoma,40,2003,25-29 years,25,218606
Oklahoma,40,2003,30-34 years,30,228494
Oklahoma,40,2003,35-39 years,35,228992
Oklahoma,40,2003,40-44 years,40,264608
Oklahoma,40,2003,45-49 years,45,256975
Oklahoma,40,2003,50-54 years,50,227321
Oklahoma,40,2003,55-59 years,55,196449
Oklahoma,40,2003,60-64 years,60,157490
Oklahoma,40,2003,65-69 years,65,131528
Oklahoma,40,2003,70-74 years,70,112617
Oklahoma,40,2003,75-79 years,75,94251
Oklahoma,40,2003,80-84 years,80,66226
Oklahoma,40,2003,85+ years,85,55358
Oklahoma,40,2004,< 1 year,0,49562
Oklahoma,40,2004,1-4 years,1,193491
Oklahoma,40,2004,5-9 years,5,234422
Oklahoma,40,2004,10-14 years,10,251632
Oklahoma,40,2004,15-19 years,15,260984
Oklahoma,40,2004,20-24 years,20,278008
Oklahoma,40,2004,25-29 years,25,223161
Oklahoma,40,2004,30-34 years,30,227492
Oklahoma,40,2004,35-39 years,35,223013
Oklahoma,40,2004,40-44 years,40,262477
Oklahoma,40,2004,45-49 years,45,258903
Oklahoma,40,2004,50-54 years,50,232445
Oklahoma,40,2004,55-59 years,55,203186
Oklahoma,40,2004,60-64 years,60,163364
Oklahoma,40,2004,65-69 years,65,133635
Oklahoma,40,2004,70-74 years,70,113121
Oklahoma,40,2004,75-79 years,75,93367
Oklahoma,40,2004,80-84 years,80,67835
Oklahoma,40,2004,85+ years,85,55135
Oklahoma,40,2005,< 1 year,0,50572
Oklahoma,40,2005,1-4 years,1,195523
Oklahoma,40,2005,5-9 years,5,236418
Oklahoma,40,2005,10-14 years,10,248298
Oklahoma,40,2005,15-19 years,15,261395
Oklahoma,40,2005,20-24 years,20,276800
Oklahoma,40,2005,25-29 years,25,228706
Oklahoma,40,2005,30-34 years,30,226186
Oklahoma,40,2005,35-39 years,35,222127
Oklahoma,40,2005,40-44 years,40,256296
Oklahoma,40,2005,45-49 years,45,261641
Oklahoma,40,2005,50-54 years,50,238920
Oklahoma,40,2005,55-59 years,55,211190
Oklahoma,40,2005,60-64 years,60,167756
Oklahoma,40,2005,65-69 years,65,135146
Oklahoma,40,2005,70-74 years,70,114256
Oklahoma,40,2005,75-79 years,75,93759
Oklahoma,40,2005,80-84 years,80,67861
Oklahoma,40,2005,85+ years,85,55747
Oklahoma,40,2006,< 1 year,0,51523
Oklahoma,40,2006,1-4 years,1,198198
Oklahoma,40,2006,5-9 years,5,241469
Oklahoma,40,2006,10-14 years,10,247289
Oklahoma,40,2006,15-19 years,15,262785
Oklahoma,40,2006,20-24 years,20,275212
Oklahoma,40,2006,25-29 years,25,239618
Oklahoma,40,2006,30-34 years,30,223686
Oklahoma,40,2006,35-39 years,35,227010
Oklahoma,40,2006,40-44 years,40,248316
Oklahoma,40,2006,45-49 years,45,265270
Oklahoma,40,2006,50-54 years,50,245396
Oklahoma,40,2006,55-59 years,55,221709
Oklahoma,40,2006,60-64 years,60,171562
Oklahoma,40,2006,65-69 years,65,138920
Oklahoma,40,2006,70-74 years,70,116032
Oklahoma,40,2006,75-79 years,75,94081
Oklahoma,40,2006,80-84 years,80,68736
Oklahoma,40,2006,85+ years,85,57278
Oklahoma,40,2007,< 1 year,0,53485
Oklahoma,40,2007,1-4 years,1,200558
Oklahoma,40,2007,5-9 years,5,246929
Oklahoma,40,2007,10-14 years,10,245909
Oklahoma,40,2007,15-19 years,15,264947
Oklahoma,40,2007,20-24 years,20,272430
Oklahoma,40,2007,25-29 years,25,250291
Oklahoma,40,2007,30-34 years,30,224067
Oklahoma,40,2007,35-39 years,35,230872
Oklahoma,40,2007,40-44 years,40,240393
Oklahoma,40,2007,45-49 years,45,265257
Oklahoma,40,2007,50-54 years,50,252376
Oklahoma,40,2007,55-59 years,55,220985
Oklahoma,40,2007,60-64 years,60,184489
Oklahoma,40,2007,65-69 years,65,143688
Oklahoma,40,2007,70-74 years,70,116537
Oklahoma,40,2007,75-79 years,75,93888
Oklahoma,40,2007,80-84 years,80,68826
Oklahoma,40,2007,85+ years,85,58422
Oklahoma,40,2008,< 1 year,0,53601
Oklahoma,40,2008,1-4 years,1,204215
Oklahoma,40,2008,5-9 years,5,250053
Oklahoma,40,2008,10-14 years,10,247181
Oklahoma,40,2008,15-19 years,15,266021
Oklahoma,40,2008,20-24 years,20,268392
Oklahoma,40,2008,25-29 years,25,257363
Oklahoma,40,2008,30-34 years,30,226970
Oklahoma,40,2008,35-39 years,35,232049
Oklahoma,40,2008,40-44 years,40,232854
Oklahoma,40,2008,45-49 years,45,265234
Oklahoma,40,2008,50-54 years,50,257970
Oklahoma,40,2008,55-59 years,55,225193
Oklahoma,40,2008,60-64 years,60,191645
Oklahoma,40,2008,65-69 years,65,149765
Oklahoma,40,2008,70-74 years,70,118030
Oklahoma,40,2008,75-79 years,75,93628
Oklahoma,40,2008,80-84 years,80,69202
Oklahoma,40,2008,85+ years,85,59610
Oklahoma,40,2009,< 1 year,0,53119
Oklahoma,40,2009,1-4 years,1,209508
Oklahoma,40,2009,5-9 years,5,254971
Oklahoma,40,2009,10-14 years,10,250861
Oklahoma,40,2009,15-19 years,15,266142
Oklahoma,40,2009,20-24 years,20,267959
Oklahoma,40,2009,25-29 years,25,263418
Oklahoma,40,2009,30-34 years,30,234800
Oklahoma,40,2009,35-39 years,35,232715
Oklahoma,40,2009,40-44 years,40,228443
Oklahoma,40,2009,45-49 years,45,265048
Oklahoma,40,2009,50-54 years,50,261428
Oklahoma,40,2009,55-59 years,55,230986
Oklahoma,40,2009,60-64 years,60,198523
Oklahoma,40,2009,65-69 years,65,155838
Oklahoma,40,2009,70-74 years,70,119952
Oklahoma,40,2009,75-79 years,75,93958
Oklahoma,40,2009,80-84 years,80,68735
Oklahoma,40,2009,85+ years,85,61168
Oklahoma,40,2010,< 1 year,0,52161
Oklahoma,40,2010,1-4 years,1,212548
Oklahoma,40,2010,5-9 years,5,259907
Oklahoma,40,2010,10-14 years,10,254565
Oklahoma,40,2010,15-19 years,15,263536
Oklahoma,40,2010,20-24 years,20,270543
Oklahoma,40,2010,25-29 years,25,265825
Oklahoma,40,2010,30-34 years,30,242584
Oklahoma,40,2010,35-39 years,35,232011
Oklahoma,40,2010,40-44 years,40,228866
Oklahoma,40,2010,45-49 years,45,259655
Oklahoma,40,2010,50-54 years,50,264845
Oklahoma,40,2010,55-59 years,55,237574
Oklahoma,40,2010,60-64 years,60,206279
Oklahoma,40,2010,65-69 years,65,160075
Oklahoma,40,2010,70-74 years,70,121722
Oklahoma,40,2010,75-79 years,75,95228
Oklahoma,40,2010,80-84 years,80,69581
Oklahoma,40,2010,85+ years,85,62509
Oklahoma,40,2011,< 1 year,0,52192
Oklahoma,40,2011,1-4 years,1,213269
Oklahoma,40,2011,5-9 years,5,261973
Oklahoma,40,2011,10-14 years,10,257822
Oklahoma,40,2011,15-19 years,15,259093
Oklahoma,40,2011,20-24 years,20,277546
Oklahoma,40,2011,25-29 years,25,266482
Oklahoma,40,2011,30-34 years,30,249959
Oklahoma,40,2011,35-39 years,35,228895
Oklahoma,40,2011,40-44 years,40,232504
Oklahoma,40,2011,45-49 years,45,250113
Oklahoma,40,2011,50-54 years,50,266135
Oklahoma,40,2011,55-59 years,55,242448
Oklahoma,40,2011,60-64 years,60,214618
Oklahoma,40,2011,65-69 years,65,161929
Oklahoma,40,2011,70-74 years,70,124458
Oklahoma,40,2011,75-79 years,75,96024
Oklahoma,40,2011,80-84 years,80,69661
Oklahoma,40,2011,85+ years,85,63703
Oklahoma,40,2012,< 1 year,0,51971
Oklahoma,40,2012,1-4 years,1,212754
Oklahoma,40,2012,5-9 years,5,265594
Oklahoma,40,2012,10-14 years,10,260088
Oklahoma,40,2012,15-19 years,15,255647
Oklahoma,40,2012,20-24 years,20,285651
Oklahoma,40,2012,25-29 years,25,265481
Oklahoma,40,2012,30-34 years,30,256966
Oklahoma,40,2012,35-39 years,35,229577
Oklahoma,40,2012,40-44 years,40,234870
Oklahoma,40,2012,45-49 years,45,240902
Oklahoma,40,2012,50-54 years,50,265162
Oklahoma,40,2012,55-59 years,55,247946
Oklahoma,40,2012,60-64 years,60,212857
Oklahoma,40,2012,65-69 years,65,173310
Oklahoma,40,2012,70-74 years,70,128440
Oklahoma,40,2012,75-79 years,75,96856
Oklahoma,40,2012,80-84 years,80,69841
Oklahoma,40,2012,85+ years,85,65407
Oklahoma,40,2013,< 1 year,0,52920
Oklahoma,40,2013,1-4 years,1,212813
Oklahoma,40,2013,5-9 years,5,269440
Oklahoma,40,2013,10-14 years,10,261778
Oklahoma,40,2013,15-19 years,15,255948
Oklahoma,40,2013,20-24 years,20,289770
Oklahoma,40,2013,25-29 years,25,265153
Oklahoma,40,2013,30-34 years,30,264819
Oklahoma,40,2013,35-39 years,35,232668
Oklahoma,40,2013,40-44 years,40,235825
Oklahoma,40,2013,45-49 years,45,233006
Oklahoma,40,2013,50-54 years,50,264139
Oklahoma,40,2013,55-59 years,55,252017
Oklahoma,40,2013,60-64 years,60,215919
Oklahoma,40,2013,65-69 years,65,178588
Oklahoma,40,2013,70-74 years,70,133817
Oklahoma,40,2013,75-79 years,75,98385
Oklahoma,40,2013,80-84 years,80,70400
Oklahoma,40,2013,85+ years,85,66486
Oklahoma,40,2014,< 1 year,0,52661
Oklahoma,40,2014,1-4 years,1,213021
Oklahoma,40,2014,5-9 years,5,270539
Oklahoma,40,2014,10-14 years,10,263684
Oklahoma,40,2014,15-19 years,15,257334
Oklahoma,40,2014,20-24 years,20,289654
Oklahoma,40,2014,25-29 years,25,267344
Oklahoma,40,2014,30-34 years,30,268624
Oklahoma,40,2014,35-39 years,35,237064
Oklahoma,40,2014,40-44 years,40,234485
Oklahoma,40,2014,45-49 years,45,227618
Oklahoma,40,2014,50-54 years,50,261928
Oklahoma,40,2014,55-59 years,55,253479
Oklahoma,40,2014,60-64 years,60,220528
Oklahoma,40,2014,65-69 years,65,183874
Oklahoma,40,2014,70-74 years,70,138180
Oklahoma,40,2014,75-79 years,75,100518
Oklahoma,40,2014,80-84 years,80,70955
Oklahoma,40,2014,85+ years,85,67697
Oklahoma,40,2015,< 1 year,0,53106
Oklahoma,40,2015,1-4 years,1,214205
Oklahoma,40,2015,5-9 years,5,271466
Oklahoma,40,2015,10-14 years,10,264911
Oklahoma,40,2015,15-19 years,15,260891
Oklahoma,40,2015,20-24 years,20,287301
Oklahoma,40,2015,25-29 years,25,272350
Oklahoma,40,2015,30-34 years,30,269881
Oklahoma,40,2015,35-39 years,35,244124
Oklahoma,40,2015,40-44 years,40,232376
Oklahoma,40,2015,45-49 years,45,227438
Oklahoma,40,2015,50-54 years,50,255750
Oklahoma,40,2015,55-59 years,55,255906
Oklahoma,40,2015,60-64 years,60,226065
Oklahoma,40,2015,65-69 years,65,190154
Oklahoma,40,2015,70-74 years,70,141468
Oklahoma,40,2015,75-79 years,75,102134
Oklahoma,40,2015,80-84 years,80,71661
Oklahoma,40,2015,85+ years,85,69331
Oklahoma,40,2016,< 1 year,0,52796
Oklahoma,40,2016,1-4 years,1,213514
Oklahoma,40,2016,5-9 years,5,271769
Oklahoma,40,2016,10-14 years,10,266255
Oklahoma,40,2016,15-19 years,15,262923
Oklahoma,40,2016,20-24 years,20,280912
Oklahoma,40,2016,25-29 years,25,277568
Oklahoma,40,2016,30-34 years,30,269479
Oklahoma,40,2016,35-39 years,35,250586
Oklahoma,40,2016,40-44 years,40,228474
Oklahoma,40,2016,45-49 years,45,230612
Oklahoma,40,2016,50-54 years,50,246259
Oklahoma,40,2016,55-59 years,55,257199
Oklahoma,40,2016,60-64 years,60,230531
Oklahoma,40,2016,65-69 years,65,197956
Oklahoma,40,2016,70-74 years,70,143607
Oklahoma,40,2016,75-79 years,75,104429
Oklahoma,40,2016,80-84 years,80,72477
Oklahoma,40,2016,85+ years,85,70797
Oklahoma,40,2017,< 1 year,0,50712
Oklahoma,40,2017,1-4 years,1,212582
Oklahoma,40,2017,5-9 years,5,269520
Oklahoma,40,2017,10-14 years,10,268074
Oklahoma,40,2017,15-19 years,15,263323
Oklahoma,40,2017,20-24 years,20,275456
Oklahoma,40,2017,25-29 years,25,281246
Oklahoma,40,2017,30-34 years,30,265425
Oklahoma,40,2017,35-39 years,35,256084
Oklahoma,40,2017,40-44 years,40,227427
Oklahoma,40,2017,45-49 years,45,232320
Oklahoma,40,2017,50-54 years,50,236817
Oklahoma,40,2017,55-59 years,55,256038
Oklahoma,40,2017,60-64 years,60,235035
Oklahoma,40,2017,65-69 years,65,196466
Oklahoma,40,2017,70-74 years,70,154020
Oklahoma,40,2017,75-79 years,75,107838
Oklahoma,40,2017,80-84 years,80,73098
Oklahoma,40,2017,85+ years,85,72121
Oklahoma,40,2018,< 1 year,0,49775
Oklahoma,40,2018,1-4 years,1,209995
Oklahoma,40,2018,5-9 years,5,268449
Oklahoma,40,2018,10-14 years,10,269861
Oklahoma,40,2018,15-19 years,15,263774
Oklahoma,40,2018,20-24 years,20,273938
Oklahoma,40,2018,25-29 years,25,281400
Oklahoma,40,2018,30-34 years,30,262833
Oklahoma,40,2018,35-39 years,35,261895
Oklahoma,40,2018,40-44 years,40,229085
Oklahoma,40,2018,45-49 years,45,232231
Oklahoma,40,2018,50-54 years,50,228167
Oklahoma,40,2018,55-59 years,55,254891
Oklahoma,40,2018,60-64 years,60,238359
Oklahoma,40,2018,65-69 years,65,199530
Oklahoma,40,2018,70-74 years,70,159108
Oklahoma,40,2018,75-79 years,75,112539
Oklahoma,40,2018,80-84 years,80,74439
Oklahoma,40,2018,85+ years,85,73219
Oklahoma,40,2019,< 1 year,0,49046
Oklahoma,40,2019,1-4 years,1,207660
Oklahoma,40,2019,5-9 years,5,268427
Oklahoma,40,2019,10-14 years,10,270241
Oklahoma,40,2019,15-19 years,15,264552
Oklahoma,40,2019,20-24 years,20,274496
Oklahoma,40,2019,25-29 years,25,280473
Oklahoma,40,2019,30-34 years,30,264002
Oklahoma,40,2019,35-39 years,35,265144
